league,season,team,player,nation_,pos_,age_,Playing Time_Min,Playing Time_90s,primary_role,secondary_role,role_confidence,role_ambiguity,primary_role_similarity,secondary_role_similarity,finishing_index_role,chance_creation_index,ball_progression_index,passing_security_index,passing_volume_index,crossing_width_index,availability_index_role,discipline_risk_index,role_fit_explainability_score,role_explainability_quality,dominant_tactical_dimension,dominant_tactical_score,role_explanation_text
ITA-Serie A,1920,Sampdoria,Emil Audero,IDN,GK,22.0,3240,36.0,,,,,,,50.10362694300518,43.83995394358088,54.75573649148778,39.75596578926933,75.90673575129534,50.097150259067355,87.95336787564767,40.60880829015544,,No role assigned,availability_index_role,87.95336787564767,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sampdoria,Emiliano Rigoni,ARG,"MF,FW",26.0,431,4.8,,,,,,,41.27028980997467,61.21626358219419,42.02343397926994,23.186373456946658,36.01472134595163,76.22239747634069,30.883280757097786,48.81703470031545,,No role assigned,crossing_width_index,76.22239747634069,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sampdoria,Fabio Depaoli,ITA,"MF,DF",22.0,1854,20.6,Attacking Progressor,Attacking Progressor,2.1,97.9,40.0,37.8,25.818236714975843,73.29545454545455,73.86363636363637,36.433298502264016,63.7310606060606,62.35795454545454,73.63636363636364,35.22727272727273,70.29671717171718,High,ball_progression_index,73.86363636363637,Rol explicado principalmente por: Ball Progression P74 · Chance Creation P73 · Passing Volume P64
ITA-Serie A,1920,Sampdoria,Fabio Quagliarella,ITA,FW,36.0,2275,25.3,Box Finisher,Mobile Forward,1.9,98.1,33.0,31.1,38.908597091629844,74.15134956118563,77.56014477325952,43.548869662155404,78.68852459016394,62.8166915052161,79.13561847988078,46.60953800298063,64.0651883775654,High,availability_index_role,79.13561847988078,Rol explicado principalmente por: Availability P79 · Chance Creation P74 · Finishing P39
ITA-Serie A,1920,Sampdoria,Federico Bonazzoli,ITA,FW,22.0,744,8.3,,,,,,,71.24164402019245,42.34144725948004,50.58548009367682,49.4914877273998,48.06259314456036,44.82116244411327,42.14605067064084,55.476900149031295,,No role assigned,finishing_index_role,71.24164402019245,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sampdoria,Felice D'Amico,ITA,MF,18.0,3,0.0,,,,,,,48.225947376664806,20.371942130116096,13.212977498691787,26.182882276387307,5.421245421245421,28.049450549450547,12.745219000616903,65.48426896977175,,No role assigned,discipline_risk_index,65.48426896977175,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sampdoria,Gastón Ramírez,URU,"MF,FW",28.0,1392,15.5,Creative Playmaker,Ball Winner,1.8,98.2,46.0,44.2,77.92050367951703,75.20154223624256,77.69265434880579,46.15804653081374,75.05257623554154,86.59305993690852,71.07255520504731,34.30599369085173,66.35074770528736,High,crossing_width_index,86.59305993690852,Rol explicado principalmente por: Ball Progression P78 · Chance Creation P75 · Passing Security P46
ITA-Serie A,1920,Sampdoria,Gianluca Caprari,ITA,"FW,MF",26.0,667,7.4,,,,,,,60.41165739382099,41.18589743589743,54.72184065934066,43.56551168778956,49.47916666666668,65.44471153846155,43.96634615384615,11.41826923076924,,No role assigned,crossing_width_index,65.44471153846155,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sampdoria,Gonzalo Maroni,ARG,"MF,FW",20.0,181,2.0,,,,,,,32.31381454875288,61.18121275849982,31.297881928796755,51.00807746795555,20.977917981072554,58.162460567823345,15.615141955835961,69.79495268138801,,No role assigned,discipline_risk_index,69.79495268138801,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sampdoria,Jakub Jankto,CZE,"MF,FW",23.0,2095,23.3,Attacking Progressor,Ball Winner,11.9,88.1,45.0,33.2,36.468067328116724,77.83035401331932,80.01351960342497,41.88415646417209,81.44058885383807,85.41009463722398,85.83596214511041,28.47003154574132,79.76148749019411,High,availability_index_role,85.83596214511041,Rol explicado principalmente por: Passing Volume P81 · Ball Progression P80 · Chance Creation P78
ITA-Serie A,1920,Sampdoria,Jeison Murillo,COL,DF,27.0,666,7.4,,,,,,,31.944706428503526,29.335149102590965,26.20993086109365,38.57211669123782,26.744186046511626,47.7294154619736,29.088623507228156,28.629792583280956,,No role assigned,crossing_width_index,47.7294154619736,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sampdoria,Julian Chabot,GER,DF,21.0,569,6.3,,,,,,,79.02435875870745,15.81465186116349,18.258956631049653,41.578435163309805,24.69097003980725,30.240414833438088,26.731615336266497,42.049025769956,,No role assigned,finishing_index_role,79.02435875870745,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sampdoria,Karol Linetty,POL,MF,24.0,2019,22.4,Attacking Progressor,Attacking Progressor,4.1,95.9,31.1,26.9,76.83105265397036,84.58631208168532,78.02721088435374,38.75172742157653,66.7032967032967,84.06593406593406,80.4503392967304,41.255397902529296,76.43893988977858,High,chance_creation_index,84.58631208168532,Rol explicado principalmente por: Chance Creation P85 · Ball Progression P78 · Passing Volume P67
ITA-Serie A,1920,Sampdoria,Kristoffer Askildsen,NOR,MF,18.0,76,0.8,,,,,,,73.84889573417877,34.15704591521988,28.628990057561484,46.34957574259971,30.5982905982906,28.049450549450547,37.735965453423816,22.917951881554597,,No role assigned,finishing_index_role,73.84889573417877,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sampdoria,Lorenzo Tonelli,ITA,DF,29.0,702,7.8,,,,,,,34.50882686074222,20.479782107689086,32.189997306276375,40.43905511380756,32.53718835114184,34.01948460087995,30.47140163419233,47.39157762413576,,No role assigned,discipline_risk_index,47.39157762413576,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sampdoria,Manolo Gabbiadini,ITA,FW,27.0,2035,22.6,Box Finisher,Creator Forward,4.7,95.3,26.1,21.4,65.62082499189947,78.82927637025998,75.61209282520758,38.02320223985794,78.99900645802285,92.92101341281669,78.97168405365127,46.60953800298063,74.4739284719369,High,crossing_width_index,92.92101341281669,Rol explicado principalmente por: Availability P79 · Chance Creation P79 · Finishing P66
ITA-Serie A,1920,Sampdoria,Maya Yoshida,JPN,DF,30.0,1187,13.2,Aerial Defender,Ball-Playing Centre-Back,4.7,95.3,40.0,35.2,30.557623028051637,43.815908932188,25.71159199066176,57.79225244429815,44.65744814582024,34.01948460087995,44.09805153991201,66.64047768698931,42.53396532495731,High,discipline_risk_index,66.64047768698931,Rol explicado principalmente por: Passing Security P58 · Availability P44 · Ball Progression P26
ITA-Serie A,1920,Sampdoria,Mehdi Léris,ALG,"MF,FW",21.0,509,5.7,,,,,,,51.15439674349513,50.543287767262534,42.451554754393875,38.38597719104278,39.353312302839115,63.367507886435334,37.12933753943217,69.79495268138801,,No role assigned,discipline_risk_index,69.79495268138801,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sampdoria,Morten Thorsby,NOR,"MF,DF",23.0,1865,20.7,Ball Winner,Creative Playmaker,8.3,91.7,31.0,22.7,52.59982067047284,59.848484848484844,65.74675324675324,54.903561476837346,69.12878787878789,45.3125,71.93181818181817,6.25,64.19404430180292,High,availability_index_role,71.93181818181817,Rol explicado principalmente por: Availability P72 · Ball Progression P66 · Passing Security P55
ITA-Serie A,1920,Sampdoria,Nicola Murru,ITA,DF,24.0,2259,25.1,Aggressive Defender,Aerial Defender,17.0,83.0,42.3,25.4,32.45552821741616,68.26244849500664,81.59288856963276,24.15575760989621,63.922061596480205,80.85323695788811,75.71967316153363,13.482086737900694,60.48943978035421,High,ball_progression_index,81.59288856963276,Rol explicado principalmente por: Ball Progression P82 · Availability P76 · Passing Security P24
ITA-Serie A,1920,Sampdoria,Omar Colley,GAM,DF,26.0,2772,30.8,Aerial Defender,Ball-Playing Centre-Back,10.8,89.2,56.6,45.8,42.74378690179549,62.671974299881285,74.23004399748585,56.99510095621773,79.72972972972973,46.96731615336267,87.80012570710247,30.546825895663105,73.00842355360201,High,availability_index_role,87.80012570710247,Rol explicado principalmente por: Availability P88 · Ball Progression P74 · Passing Security P57
ITA-Serie A,1920,Sampdoria,Ronaldo Vieira,GNB,MF,21.0,1819,20.2,Ball Winner,Attacking Progressor,16.6,83.4,58.5,41.9,31.56922611444572,67.6183169767377,78.5243328100471,55.84852523111491,76.12942612942612,85.12820512820512,76.7859346082665,3.331276989512645,70.38626421647616,High,crossing_width_index,85.12820512820512,Rol explicado principalmente por: Ball Progression P79 · Availability P77 · Passing Security P56
ITA-Serie A,1920,Sampdoria,Tommaso Augello,ITA,DF,24.0,1135,12.6,Ball-Playing Centre-Back,Ball-Playing Centre-Back,13.1,86.9,48.1,35.0,35.480829666876176,86.12682449891753,75.31651252581484,34.096174133042254,53.80263984915148,68.80892520427403,43.88434946574481,59.7894406033941,51.77491899343835,High,chance_creation_index,86.12682449891753,Rol explicado principalmente por: Ball Progression P75 · Passing Volume P54 · Availability P44
ITA-Serie A,1920,Sampdoria,Vasco Regini,ITA,DF,28.0,174,1.9,,,,,,,35.480829666876176,32.970179481807385,12.153183083415643,30.59833798119685,10.596061177456527,34.01948460087995,12.734129478315523,74.49717159019485,,No role assigned,discipline_risk_index,74.49717159019485,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sampdoria,Wladimiro Falcone,ITA,GK,24.0,180,2.0,,,,,,,50.10362694300518,43.83995394358088,37.601776461880085,35.8263036904833,24.827288428324696,50.097150259067355,25.181347150259064,40.60880829015544,,No role assigned,finishing_index_role,50.10362694300518,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sampdoria,Édgar Barreto,PAR,MF,35.0,90,1.0,,,,,,,42.14222172386173,20.371942130116096,24.950287807430666,49.73769883747138,30.335775335775338,28.049450549450547,42.09130166563849,65.48426896977175,,No role assigned,discipline_risk_index,65.48426896977175,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sassuolo,Alessandro Tripaldelli,ITA,DF,20.0,135,1.5,,,,,,,35.480829666876176,15.81465186116349,16.907605279698302,33.055923240008504,10.533207626230881,38.94563167818982,10.238843494657448,74.49717159019485,,No role assigned,discipline_risk_index,74.49717159019485,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sassuolo,Alfred Duncan,GHA,MF,26.0,843,9.4,,,,,,,59.00202423263071,74.77218899180652,59.513343799058084,37.22074009557238,55.22588522588523,57.591575091575095,59.235040098704495,44.447871684145596,,No role assigned,chance_creation_index,74.77218899180652,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sassuolo,Andrea Consigli,ITA,GK,32.0,2790,31.0,,,,,,,50.10362694300518,74.48186528497409,60.43671354552183,55.55014851287327,78.28151986183074,50.097150259067355,74.09326424870464,40.60880829015544,,No role assigned,passing_volume_index,78.28151986183074,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sassuolo,Andrea Ghion,ITA,"FW,MF",19.0,48,0.5,,,,,,,23.779748364646863,24.79967948717949,15.453296703296704,72.31983119232683,18.790064102564106,19.62139423076923,8.149038461538462,69.4110576923077,,No role assigned,passing_security_index,72.31983119232683,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sassuolo,Domenico Berardi,ITA,FW,24.0,2493,27.7,Creator Forward,Mobile Forward,5.6,94.4,63.0,57.4,62.049625169211886,92.77198211624442,96.14647647434533,69.31065495246266,97.51614505712867,94.80253353204172,84.79880774962741,5.476900149031302,83.65602791993388,High,passing_volume_index,97.51614505712867,Rol explicado principalmente por: Ball Progression P96 · Chance Creation P93 · Finishing P62
ITA-Serie A,1920,Sassuolo,Federico Peluso,ITA,DF,35.0,1513,16.8,Ball-Playing Centre-Back,Ball-Playing Centre-Back,1.2,98.8,51.6,50.4,34.11615881670974,55.66031147426496,62.96130017060249,68.94882671062669,64.62392625183323,40.603394091766184,56.54305468258957,17.567567567567572,63.26927695391299,High,passing_security_index,68.94882671062669,Rol explicado principalmente por: Passing Security P69 · Passing Volume P65 · Ball Progression P63
ITA-Serie A,1920,Sassuolo,Filip Đuričić,SRB,"MF,FW",27.0,1633,18.1,Creative Playmaker,Creative Playmaker,5.1,94.9,52.2,47.2,67.60164771218007,76.90150718541885,79.22487607030193,67.83915053032685,75.76235541535227,62.30283911671924,77.3186119873817,31.15141955835962,74.65517792868253,High,ball_progression_index,79.22487607030193,Rol explicado principalmente por: Ball Progression P79 · Chance Creation P77 · Passing Security P68
ITA-Serie A,1920,Sassuolo,Filippo Romagna,ITA,DF,22.0,1477,16.4,Aerial Defender,Aerial Defender,7.8,92.2,47.2,39.5,37.98084582801862,34.03170612472938,34.502110083505436,83.2666964988013,65.16865702912214,30.240414833438088,52.796983029541174,53.22124450031427,56.855263203949306,High,passing_security_index,83.2666964988013,Rol explicado principalmente por: Passing Security P83 · Availability P53 · Ball Progression P35
ITA-Serie A,1920,Sassuolo,Francesco Caputo,ITA,FW,31.0,2931,32.6,Box Finisher,Creator Forward,1.6,98.4,34.5,33.0,88.85556073438224,86.28912071535022,80.49819033425591,79.87657524718384,86.51266766020865,56.68777943368107,95.38002980625933,41.24441132637854,90.17490375199725,High,availability_index_role,95.38002980625933,Rol explicado principalmente por: Availability P95 · Finishing P89 · Chance Creation P86
ITA-Serie A,1920,Sassuolo,Francesco Magnanelli,ITA,MF,34.0,1397,15.5,Ball Winner,Attacking Progressor,22.8,77.2,51.1,28.4,26.157736797788253,41.43014318831715,69.58660387231815,72.72641217916875,83.43101343101344,35.66849816849817,70.33929673041334,38.032078963602714,70.8841042606334,High,passing_volume_index,83.43101343101344,Rol explicado principalmente por: Passing Security P73 · Availability P70 · Ball Progression P70
ITA-Serie A,1920,Sassuolo,Giacomo Manzari,ITA,"FW,MF",18.0,16,0.2,,,,,,,25.985576923076923,11.258012820512821,6.456043956043955,5.3164246467817895,2.8044871794871793,19.62139423076923,4.20673076923077,69.4110576923077,,No role assigned,discipline_risk_index,69.4110576923077,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sassuolo,Giacomo Raspadori,ITA,"MF,FW",19.0,264,2.9,,,,,,,88.33851612831717,22.60778128286015,23.028391167192428,60.84025615277201,22.108307045215557,30.678233438485805,24.54258675078865,69.79495268138801,,No role assigned,finishing_index_role,88.33851612831717,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sassuolo,Gian Marco Ferrari,ITA,DF,27.0,1897,21.1,Ball-Playing Centre-Back,Aerial Defender,11.4,88.6,69.3,57.9,38.495359179964694,59.56421537816886,64.65385651432163,88.89459748076827,83.21286402681751,36.30578252671276,65.10999371464487,42.15901948460088,75.46782793413807,High,passing_security_index,88.89459748076827,Rol explicado principalmente por: Passing Security P89 · Passing Volume P83 · Availability P65
ITA-Serie A,1920,Sassuolo,Giangiacomo Magnani,ITA,DF,23.0,145,1.6,,,,,,,92.25694733288043,27.449542565821638,10.424710424710426,34.59401452655458,12.387387387387387,30.240414833438088,13.563796354494027,66.64047768698931,,No role assigned,finishing_index_role,92.25694733288043,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sassuolo,Gianluca Pegolo,ITA,GK,38.0,450,5.0,,,,,,,50.10362694300518,43.83995394358088,39.71132494448557,48.79435851526855,40.13385146804836,50.097150259067355,38.134715025906736,61.46373056994818,,No role assigned,discipline_risk_index,61.46373056994818,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sassuolo,Giorgos Kyriakopoulos,GRE,DF,23.0,1643,18.3,Aggressive Defender,Aerial Defender,15.7,84.3,42.4,26.7,35.058705280388075,72.23269781409317,76.73969650713835,51.74990562853432,67.54661638382568,74.47360150848522,60.35826524198617,47.39157762413576,62.94928912588628,High,ball_progression_index,76.73969650713835,Rol explicado principalmente por: Ball Progression P77 · Availability P60 · Passing Security P52
ITA-Serie A,1920,Sassuolo,Grégoire Defrel,MTQ,"FW,MF",28.0,980,10.9,Attacking Progressor,Creative Playmaker,20.1,79.9,81.8,61.7,58.57911633690669,65.7451923076923,53.86332417582417,75.31298260392337,56.45032051282052,40.625,53.55769230769231,56.49038461538461,58.686278998778995,High,passing_security_index,75.31298260392337,Rol explicado principalmente por: Chance Creation P66 · Passing Volume P56 · Ball Progression P54
ITA-Serie A,1920,Sassuolo,Hamed Junior Traorè,CIV,"MF,FW",19.0,1570,17.4,Creative Playmaker,Creative Playmaker,1.1,98.9,39.3,38.3,60.63370742011749,64.05538030143708,83.34835511491664,59.64985241461856,83.07045215562566,79.49526813880126,76.94006309148264,42.27129337539432,69.01786261032409,High,ball_progression_index,83.34835511491664,Rol explicado principalmente por: Ball Progression P83 · Chance Creation P64 · Passing Security P60
ITA-Serie A,1920,Sassuolo,Jeremie Boga,CIV,FW,22.0,2513,27.9,Creator Forward,Mobile Forward,4.3,95.7,49.5,45.2,63.11600522186748,72.21394270574598,90.5258675750479,91.54486940896997,89.35668156979632,60.357675111773474,86.95976154992547,68.96423248882266,75.28527183422045,High,passing_security_index,91.54486940896997,Rol explicado principalmente por: Ball Progression P91 · Chance Creation P72 · Finishing P63
ITA-Serie A,1920,Sassuolo,Jeremy Toljan,GER,DF,24.0,2186,24.3,Aggressive Defender,Ball-Playing Centre-Back,14.7,85.3,32.8,18.1,65.1083922284809,84.90118025001746,86.34731076591541,64.03424080648603,79.39451078985962,65.38340666247643,74.51288497800125,33.060967944688876,74.96481218346757,High,ball_progression_index,86.34731076591541,Rol explicado principalmente por: Ball Progression P86 · Availability P75 · Passing Security P64
ITA-Serie A,1920,Sassuolo,Luca Mazzitelli,ITA,MF,23.0,12,0.1,,,,,,,35.498107485769424,20.371942130116096,24.75143903715332,53.744566534249884,26.984126984126988,32.65567765567766,22.7143738433066,65.48426896977175,,No role assigned,discipline_risk_index,65.48426896977175,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sassuolo,Lukáš Haraslín,SVK,FW,23.0,384,4.3,,,,,,,47.60966013866911,29.947011094552074,37.69427294017458,52.059098486604796,37.59314456035767,69.16915052160955,29.985096870342772,55.476900149031295,,No role assigned,crossing_width_index,69.16915052160955,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sassuolo,Manuel Locatelli,ITA,MF,21.0,2586,28.7,Ball Winner,Ball Winner,3.5,96.5,28.8,25.3,27.732642277861885,88.84030243067875,93.46415489272633,71.91016081495191,97.78388278388279,86.37362637362638,91.07341147439851,30.01233806292412,85.4825757273589,High,passing_volume_index,97.78388278388279,Rol explicado principalmente por: Ball Progression P93 · Availability P91 · Passing Security P72
ITA-Serie A,1920,Sassuolo,Marlon,BRA,DF,23.0,1818,20.2,Ball-Playing Centre-Back,Aerial Defender,10.9,89.1,48.5,37.7,41.16975918721735,48.316921572735524,60.01167280237048,92.03439098617406,82.53195055520636,30.240414833438088,64.06662476429918,33.060967944688876,74.66115977701253,High,passing_security_index,92.03439098617406,Rol explicado principalmente por: Passing Security P92 · Passing Volume P83 · Availability P64
ITA-Serie A,1920,Sassuolo,Mehdi Bourabia,MAR,MF,27.0,925,10.3,Ball Winner,Creative Playmaker,7.8,92.2,28.1,20.2,62.46140974626787,62.13956674166421,63.291470434327586,60.8425822282011,67.87545787545788,48.12271062271062,61.48673658235657,8.466995681677979,61.87359641496175,High,passing_volume_index,67.87545787545788,Rol explicado principalmente por: Ball Progression P63 · Availability P61 · Passing Security P61
ITA-Serie A,1920,Sassuolo,Mert Müldür,TUR,DF,20.0,1273,14.1,Aggressive Defender,Aggressive Defender,1.4,98.6,55.0,53.6,80.97855243939999,70.64739157762415,66.67863877166204,56.14935030408828,52.8441231929604,55.79824010056568,50.67881835323696,47.39157762413576,57.835602476329086,High,finishing_index_role,80.97855243939999,Rol explicado principalmente por: Ball Progression P67 · Passing Security P56 · Availability P51
ITA-Serie A,1920,Sassuolo,Pedro Obiang,EQG,MF,27.0,1674,18.6,Ball Winner,Creative Playmaker,14.5,85.5,32.3,17.8,51.41481279390071,60.33300969143041,69.7592883307169,71.49615770702292,78.48595848595848,45.082417582417584,74.17643429981493,28.855644663787782,71.81062677918491,High,passing_volume_index,78.48595848595848,Rol explicado principalmente por: Availability P74 · Passing Security P71 · Ball Progression P70
ITA-Serie A,1920,Sassuolo,Rogério,BRA,DF,21.0,1015,11.3,Ball-Playing Centre-Back,Aggressive Defender,1.9,98.1,31.6,29.7,65.39679558738904,79.26531182345136,68.07937505611923,56.12089288587256,48.44437460716531,73.63293526084225,40.81709616593338,38.073538654934005,53.36543467877262,High,chance_creation_index,79.26531182345136,Rol explicado principalmente por: Ball Progression P68 · Passing Security P56 · Passing Volume P48
ITA-Serie A,1920,Sassuolo,Stefano Piccinini,ITA,DF,16.0,9,0.1,,,,,,,35.480829666876176,28.905649835882393,8.956631049654305,47.716430665584404,5.5101613241148115,30.240414833438088,2.5204274041483345,74.49717159019485,,No role assigned,discipline_risk_index,74.49717159019485,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sassuolo,Stefano Turati,ITA,GK,17.0,180,2.0,,,,,,,50.10362694300518,43.83995394358088,41.50629163582531,46.83841414770575,24.438687392055268,50.097150259067355,25.181347150259064,61.46373056994818,,No role assigned,discipline_risk_index,61.46373056994818,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Sassuolo,Vlad Chiricheș,ROU,DF,29.0,707,7.9,,,,,,,39.83505717327694,27.93141979188491,29.159558229325672,72.75599220083531,38.27257490048188,34.01948460087995,30.13827781269642,74.49717159019485,,No role assigned,discipline_risk_index,74.49717159019485,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Torino,Andrea Belotti,ITA,FW,25.0,3008,33.4,Creator Forward,Creator Forward,2.8,97.2,23.3,20.5,49.166795597524846,79.03626428216593,90.00425803704492,50.65542242637796,87.25782414307004,66.80327868852459,96.36363636363635,36.77347242921013,72.7357726389119,High,availability_index_role,96.36363636363635,Rol explicado principalmente por: Ball Progression P90 · Chance Creation P79 · Finishing P49
ITA-Serie A,1920,Torino,Antonio Rosati,ITA,GK,36.0,90,1.0,,,,,,,50.10362694300518,43.83995394358088,38.23094004441155,52.73609574708019,16.90414507772021,50.097150259067355,14.637305699481866,61.46373056994818,,No role assigned,discipline_risk_index,61.46373056994818,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Torino,Armando Izzo,ITA,DF,27.0,2686,29.8,Aerial Defender,Ball-Playing Centre-Back,11.7,88.3,48.9,37.2,57.606769136369394,66.32097213492563,80.2325581395349,50.20154411982711,81.79342132830504,59.514456316781896,86.67504714016343,6.4267756128221265,72.36971646650848,High,availability_index_role,86.67504714016343,Rol explicado principalmente por: Availability P87 · Ball Progression P80 · Passing Security P50
ITA-Serie A,1920,Torino,Christian Celesia,ITA,DF,17.0,1,0.0,,,,,,,35.480829666876176,32.669879181507085,9.010505522133428,49.70562784987667,0.7751937984496123,30.240414833438088,1.627906976744186,74.49717159019485,,No role assigned,discipline_risk_index,74.49717159019485,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Torino,Cristian Ansaldi,ARG,"DF,MF",32.0,1768,19.6,Creative Playmaker,Attacking Progressor,2.4,97.6,47.9,45.5,79.41484037884987,92.27053140096618,83.54037267080744,49.71507119247394,70.72463768115942,79.67391304347827,71.65217391304347,29.999999999999996,75.17532508808252,High,chance_creation_index,92.27053140096618,Rol explicado principalmente por: Chance Creation P92 · Ball Progression P84 · Passing Security P50
ITA-Serie A,1920,Torino,Daniele Baselli,ITA,MF,27.0,1278,14.2,Ball Winner,Attacking Progressor,26.7,73.3,66.8,40.0,40.797209057309,76.0030953121638,65.74045002616431,46.38312014273032,67.55189255189255,87.32600732600733,67.82233189389267,44.447871684145596,59.98196735426243,High,crossing_width_index,87.32600732600733,Rol explicado principalmente por: Availability P68 · Ball Progression P66 · Passing Security P46
ITA-Serie A,1920,Torino,Diego Laxalt,URU,"DF,MF",26.0,596,6.6,,,,,,,39.65869160073086,43.91304347826087,38.88198757763975,25.986774000217935,36.594202898550726,39.78260869565217,36.43478260869565,46.52173913043478,,No role assigned,discipline_risk_index,46.52173913043478,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Torino,Gleison Bremer,BRA,DF,22.0,2270,25.2,Aerial Defender,Ball-Playing Centre-Back,5.0,95.0,66.1,61.1,85.75990888542053,42.85913820797542,54.291999640836856,50.74936448343305,70.50597108736643,41.14550597108737,75.88309239472031,9.365179132620995,60.308152172996735,High,finishing_index_role,85.75990888542053,Rol explicado principalmente por: Availability P76 · Ball Progression P54 · Passing Security P51
ITA-Serie A,1920,Torino,Iago Falque,ESP,"FW,MF",29.0,102,1.1,,,,,,,32.573963095298716,19.524572649572647,22.390109890109887,67.41102139730188,26.001602564102566,33.35336538461539,15.288461538461538,69.4110576923077,,No role assigned,discipline_risk_index,69.4110576923077,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Torino,Kevin Bonifazi,ITA,DF,23.0,247,2.7,,,,,,,87.48052062882282,19.53697883930442,10.685103708359522,39.498786589723544,13.675885187513094,30.240414833438088,15.455688246385922,74.49717159019485,,No role assigned,finishing_index_role,87.48052062882282,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Torino,Koffi Djidji,CIV,DF,26.0,851,9.5,,,,,,,35.480829666876176,25.476639430127804,19.803358175451198,54.675483779403436,33.43285145610727,30.240414833438088,36.983029541169074,74.49717159019485,,No role assigned,discipline_risk_index,74.49717159019485,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ITA-Serie A,1920,Torino,Lorenzo De Silvestri,ITA,DF,31.0,2243,24.9,Aggressive Defender,Aggressive Defender,1.2,98.8,29.2,28.0,42.10264511283203,78.71359731824849,76.03034928616323,27.65185958122004,58.83616174313849,69.12319296040226,76.8196103079824,59.7894406033941,60.167273058455216,High,chance_creation_index,78.71359731824849,Rol explicado principalmente por: Availability P77 · Ball Progression P76 · Passing Security P28
ITA-Serie A,1920,Torino,Lyanco,BRA,DF,22.0,1176,13.1,Aerial Defender,Aerial Defender,11.1,88.9,58.5,47.4,27.897774290211075,31.632795586283958,45.25455688246386,57.87348509728209,49.800963754452134,46.96731615336267,46.637335009428035,42.15901948460088,49.92179232972467,High,passing_security_index,57.87348509728209,Rol explicado principalmente por: Passing Security P58 · Availability P47 · Ball Progression P45
ITA-Serie A,1920,Torino,Michel Ndary Adopo,FRA,"DF,MF",19.0,4,0.0,,,,,,,34.95652173913043,12.995169082125605,3.7888198757763982,42.388443935926766,2.246376811594203,23.369565217391305,3.304347826086957,72.6086956521739,,No role assigned,discipline_risk_index,72.6086956521739,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
