player_name_fbref,season,league,club,position_group,age,minutes_played,market_value_eur,predicted_market_value_eur,market_value_gap_eur,inefficiency_score,matching_confidence
Facundo Buonanotte,2022-2023,Premier League,Brighton,MID,18.5,565,12000000.0,16427581.052479167,4427581.052479167,0.31405504394065886,1.0
Luis Henrique,2020-2021,Ligue 1,Marseille,MID,19.5,675,8000000.0,10926798.81432854,2926798.81432854,0.3117768369454179,1.0
Dušan Vlahović,2020-2021,Serie A,Fiorentina,ATT,21.3,2923,40000000.0,54626768.2287724,14626768.228772402,0.31164456909868576,1.0
Oussama Targhalline,2023-2024,Ligue 1,Le Havre,MID,22.0,1025,2500000.0,3406173.4201846006,906173.4201846006,0.3092987651548942,1.0
Kevin Schade,2021-2022,Bundesliga,Freiburg,ATT,20.5,831,7000000.0,9515039.768927753,2515039.768927753,0.30696353128761267,1.0
Pedro Santos,2023-2024,Liga Portugal,Arouca,ATT,21.4,1448,1700000.0,2306757.8768985113,606757.8768985113,0.3052147711255593,1.0
Lamine Camara,2023-2024,Ligue 1,Metz,MID,20.4,2255,10000000.0,13567626.925861066,3567626.925861066,0.3051014890575523,1.0
Josh Wilson-Esbrand,2023-2024,Ligue 1,Reims,DEF,21.4,461,4000000.0,5424516.641061463,1424516.6410614634,0.3046344359152826,1.0
Angelo Stiller,2021-2022,Bundesliga,Hoffenheim,MID,21.2,1693,7000000.0,9465591.00994488,2465591.0099448804,0.3017530752777997,1.0
Warmed Omari,2021-2022,Ligue 1,Rennes,DEF,22.1,2796,8000000.0,10811939.065895403,2811939.065895403,0.3012094509337455,1.0
Bradley Locko,2023-2024,Ligue 1,Brest,DEF,22.1,2959,12000000.0,16195078.84895088,4195078.84895088,0.29980077154532125,1.0
Nicolò Cambiaghi,2022-2023,Serie A,Empoli,ATT,22.5,1285,8000000.0,10789593.848465696,2789593.848465696,0.2991405954049835,1.0
Kik Pierie,2022-2023,Eredivisie,Excelsior,DEF,22.9,583,900000.0,1210387.7487889007,310387.7487889007,0.2963012774767506,1.0
Jessic Ngankam,2022-2023,Bundesliga,Hertha BSC,ATT,22.9,826,5000000.0,6721036.3169884505,1721036.3169884505,0.2958044440487928,1.0
Yassine Benrahou,2020-2021,Ligue 1,Nîmes,MID,22.4,1239,2500000.0,3349884.885300644,849884.8853006442,0.2926352507755894,1.0
Martim Neto,2023-2024,Liga Portugal,Gil Vicente FC,MID,21.4,1867,3000000.0,4012185.9725867356,1012185.9725867356,0.29072393444169187,1.0
Filipe Soares,2020-2021,Liga Portugal,Moreirense,MID,22.0,2394,4000000.0,5333140.7340606665,1333140.7340606665,0.28764595943608917,1.0
Khalil Fayad,2023-2024,Ligue 1,Montpellier,MID,20.0,1025,5000000.0,6660888.075045987,1660888.075045987,0.2868149078300952,1.0
Linus Gechter,2021-2022,Bundesliga,Hertha BSC,DEF,18.3,716,4500000.0,5987603.076860853,1487603.0768608525,0.28561378115468194,1.0
Folarin Balogun,2022-2023,Ligue 1,Reims,ATT,22.0,2999,30000000.0,39900674.63259949,9900674.632599488,0.2851958501759242,1.0
Mateo Klimowicz,2020-2021,Bundesliga,Stuttgart,MID,20.9,1198,5000000.0,6630396.694857269,1630396.6948572686,0.2822267232855342,1.0
Matchoi Djaló,2021-2022,Liga Portugal,Paços de Ferreira,MID,19.1,709,2000000.0,2647914.2842665985,647914.2842665985,0.28062508700094213,1.0
Jonathan Burkardt,2020-2021,Bundesliga,Mainz 05,ATT,20.9,1373,4500000.0,5934315.561889732,1434315.5618897323,0.27667430229145573,1.0
Pedro Brazão,2021-2022,Liga Portugal,Famalicão,ATT,19.4,375,2000000.0,2634492.6056138487,634492.6056138487,0.27554342335207593,1.0
Mehdi Léris,2020-2021,Serie A,Sampdoria,ATT,23.0,386,1500000.0,1975782.845264337,475782.845264337,0.27549958905720295,1.0
Gianluca Busio,2021-2022,Serie A,Venezia,MID,20.0,1950,8500000.0,11130468.217199134,2630468.2171991337,0.26962006893861457,1.0
Bénie Traoré,2023-2024,Premier League,Sheffield United,ATT,21.5,387,4000000.0,5220654.319292566,1220654.3192925658,0.26632838144266735,1.0
Alejandro Garnacho,2022-2023,Premier League,Manchester Utd,ATT,19.0,569,25000000.0,32610334.657529656,7610334.657529656,0.2657534273007798,1.0
Marc Guéhi,2022-2023,Premier League,Crystal Palace,DEF,22.9,3329,35000000.0,45599438.87878325,10599438.878783248,0.2645473496653743,1.0
Adrian Szöke,2020-2021,Eredivisie,Heracles Almelo,ATT,22.9,639,500000.0,651413.2352641958,151413.23526419583,0.26453611239620756,1.0
Daniël van Kaam,2020-2021,Eredivisie,Groningen,MID,20.9,2549,2200000.0,2864200.364027829,664200.3640278289,0.2638318457939999,1.0
Largie Ramazani,2022-2023,LaLiga,Almería,ATT,22.3,1403,6000000.0,7807388.644427826,1807388.6444278257,0.26331107820399957,1.0
Ander Barrenetxea,2022-2023,LaLiga,Real Sociedad,ATT,21.5,878,6000000.0,7800988.319104548,1800988.3191045476,0.2624909640182693,1.0
Mike Eerdhuijzen,2022-2023,Eredivisie,Sparta Rotterdam,DEF,22.9,1183,900000.0,1169476.4232300296,269476.42323002964,0.2619166627960112,1.0
Josh Doig,2023-2024,Serie A,Sassuolo,DEF,22.1,1343,6000000.0,7788559.9268174125,1788559.9268174125,0.26089651179629136,1.0
Marco John,2020-2021,Bundesliga,Hoffenheim,DEF,19.2,997,4000000.0,5190346.07026104,1190346.0702610398,0.2605060140393203,1.0
Bosko Sutalo,2021-2022,Serie A,Hellas Verona,DEF,22.4,920,3000000.0,3887389.92861412,887389.92861412,0.25912567425352506,1.0
Adil Aouchiche,2020-2021,Ligue 1,Saint-Étienne,MID,18.9,1731,10000000.0,12954109.270717286,2954109.2707172856,0.2588279630188346,1.0
Gabriel Gudmundsson,2020-2021,Eredivisie,Groningen,DEF,22.1,1637,1800000.0,2325675.300325683,525675.3003256829,0.256223783717239,1.0
Alessandro Buongiorno,2021-2022,Serie A,Torino,DEF,23.0,1181,4000000.0,5156007.778741589,1156007.7787415888,0.25386823263349,1.0
Elye Wahi,2022-2023,Ligue 1,Montpellier,ATT,20.5,2513,35000000.0,45098306.43895121,10098306.43895121,0.2534966330713857,1.0
Joaquin Sosa,2022-2023,Serie A,Bologna,DEF,21.4,688,3000000.0,3857022.172715366,857022.1727153659,0.25128313923613277,1.0
Elye Wahi,2021-2022,Ligue 1,Montpellier,ATT,19.4,1786,12000000.0,15413866.638925202,3413866.638925202,0.25036088558572445,1.0
Pedro Neto,2020-2021,Premier League,Wolves,ATT,21.2,2550,35000000.0,44933955.75092961,9933955.750929609,0.24984570024840025,1.0
Jacopo Fazzini,2022-2023,Serie A,Empoli,MID,20.2,825,3500000.0,4488454.899398126,988454.8993981257,0.2487455536344747,1.0
Mathys Tel,2022-2023,Bundesliga,Bayern Munich,ATT,18.2,417,20000000.0,25635075.88614306,5635075.886143059,0.24822929193253174,1.0
Sikou Niakaté,2021-2022,Ligue 1,Metz,DEF,22.9,661,1800000.0,2299589.7500252365,499589.7500252365,0.24494407256899997,1.0
Tomáš Suslov,2022-2023,Eredivisie,Groningen,MID,21.0,2123,2000000.0,2553934.0301373573,553934.0301373573,0.24448774670010565,1.0
Oscar Fraulo,2023-2024,Eredivisie,Utrecht,MID,20.5,2094,3000000.0,3823600.2429375867,823600.2429375867,0.24258016207570776,1.0
Ruben Kluivert,2022-2023,Eredivisie,Utrecht,DEF,22.1,428,500000.0,636769.2865076747,136769.28650767473,0.24179930395813898,1.0
Andreas Skov Olsen,2020-2021,Serie A,Bologna,ATT,21.4,1179,6500000.0,8275689.319846375,1775689.319846375,0.2415200423841668,1.0
Nehuén Pérez,2021-2022,Serie A,Udinese,DEF,22.0,1692,6000000.0,7635692.504895512,1635692.504895512,0.24107416669098036,1.0
Alejandro Garnacho,2023-2024,Premier League,Manchester Utd,ATT,19.9,2565,45000000.0,57162031.41052161,12162031.410521612,0.23922740168227108,1.0
Jan Paul van Hecke,2020-2021,Eredivisie,Heerenveen,DEF,20.9,2322,2200000.0,2781976.4303517477,581976.4303517477,0.23470426090545793,1.0
Jacopo Fazzini,2023-2024,Serie A,Empoli,MID,21.2,1232,6000000.0,7574172.49595516,1574172.49595516,0.23298463474202968,1.0
Oihan Sancet,2021-2022,LaLiga,Athletic Club,MID,22.1,1422,15000000.0,18905743.96299607,3905743.9629960693,0.23141558817710361,1.0
Koni De Winter,2022-2023,Serie A,Empoli,DEF,21.0,1024,4000000.0,5035840.472344612,1035840.4723446118,0.2302860771070563,1.0
Papa Ndiaga Yade,2021-2022,Ligue 1,Metz,ATT,22.4,696,2000000.0,2517554.9801773042,517554.98017730424,0.23014100400870952,1.0
Dion Lopy,2022-2023,Ligue 1,Reims,MID,21.4,1379,4000000.0,5010253.218496149,1010253.2184961494,0.22519209531365014,1.0
Tomáš Suslov,2021-2022,Eredivisie,Groningen,MID,20.0,2348,3000000.0,3752589.819254865,752589.8192548649,0.22383393141497976,1.0
Lee Buchanan,2022-2023,Bundesliga,Werder Bremen,DEF,22.3,472,3500000.0,4377379.275786102,877379.2757861018,0.22368723795523415,1.0
Miguel Gutiérrez,2023-2024,LaLiga,Girona,DEF,22.9,3032,25000000.0,31209976.72400257,6209976.72400257,0.2218619856276831,1.0
Khalil Fayad,2022-2023,Ligue 1,Montpellier,MID,19.0,718,4500000.0,5611940.212577031,1111940.212577031,0.22081911191058268,1.0
Kevin Paredes,2023-2024,Bundesliga,Wolfsburg,MID,21.1,1432,7500000.0,9346177.892195683,1846177.892195683,0.22006445760101379,1.0
Facundo Pellistri,2021-2022,LaLiga,Alavés,ATT,20.5,672,2500000.0,3114271.804202287,614271.804202287,0.2197046223150494,1.0
Eric Martel,2022-2023,Bundesliga,Köln,MID,21.1,2019,9000000.0,11202721.27785199,2202721.2778519895,0.21893214268888528,1.0
Vitinha,2020-2021,Premier League,Wolves,MID,21.3,520,7000000.0,8711197.913677815,1711197.9136778153,0.21869916549554524,1.0
Badredine Bouanani,2022-2023,Ligue 1,Nice,ATT,18.5,863,6000000.0,7464966.815840725,1464966.8158407249,0.21846151645391743,1.0
Ivan Ilić,2020-2021,Serie A,Hellas Verona,MID,20.2,1835,8000000.0,9952327.840319445,1952327.8403194454,0.2183649359286921,1.0
Jean-Ricner Bellegarde,2020-2021,Ligue 1,Strasbourg,MID,22.9,2086,5500000.0,6837974.261912847,1337974.261912847,0.2177434349927836,1.0
Paulo Bernardo,2022-2023,Liga Portugal,Paços de Ferreira,MID,21.4,755,3000000.0,3727279.1122030485,727279.1122030485,0.2170662182664458,1.0
Jan Thielmann,2023-2024,Bundesliga,Köln,ATT,22.0,1579,5000000.0,6178558.965849847,1178558.9658498466,0.21164715479855367,1.0
Hugo Guillamón,2020-2021,LaLiga,Valencia,MID,21.4,1988,7500000.0,9263310.062655594,1763310.0626555942,0.21115842241302296,1.0
Luca Netz,2020-2021,Bundesliga,Hertha BSC,DEF,18.1,309,5000000.0,6157540.516318982,1157540.5163189815,0.20823951855176936,1.0
Bafodé Diakité,2022-2023,Ligue 1,Lille,DEF,22.5,2653,10000000.0,12313656.758870538,2313656.7588705383,0.2081238590501684,1.0
Sontje Hansen,2023-2024,Eredivisie,NEC Nijmegen,ATT,22.0,1910,3000000.0,3692457.050634071,692457.0506340712,0.20767981517350975,1.0
Morgan Gibbs-White,2020-2021,Premier League,Wolves,MID,21.4,414,7000000.0,8602953.49479562,1602953.4947956204,0.20619542487309062,1.0
Adil Aouchiche,2021-2022,Ligue 1,Saint-Étienne,MID,19.9,1081,6000000.0,7360704.394027665,1360704.3940276653,0.2043961646435104,1.0
Marc Cucurella,2020-2021,LaLiga,Getafe,DEF,22.9,3244,20000000.0,24488647.468267605,4488647.468267605,0.2024773679661287,1.0
Stephy Mavididi,2020-2021,Ligue 1,Montpellier,ATT,23.0,2030,8000000.0,9762653.2089784,1762653.2089783996,0.19912266698417191,1.0
Miguel Luís,2020-2021,Liga Portugal,Vitória Guimarães,MID,22.2,392,800000.0,975786.1601898619,175786.1601898619,0.19863173657352995,1.0
Jack Hinshelwood,2023-2024,Premier League,Brighton,MID,19.1,869,16000000.0,19503543.665637296,3503543.6656372957,0.19800745326260838,1.0
Yukinari Sugawara,2021-2022,Eredivisie,AZ Alkmaar,DEF,21.9,2635,3000000.0,3656730.8616806143,656730.8616806143,0.19795725240683382,1.0
Eddie Nketiah,2021-2022,Premier League,Arsenal,ATT,23.0,835,16000000.0,19500282.164583288,3500282.164583288,0.19784021320386103,1.0
Matteo Prati,2023-2024,Serie A,Cagliari,MID,20.4,1972,10000000.0,12162312.521834448,2162312.521834448,0.19575693995606258,1.0
Imran Louza,2020-2021,Ligue 1,Nantes,MID,22.1,2379,12000000.0,14593110.483327618,2593110.483327618,0.19564288285007692,1.0
Lennart Grill,2020-2021,Bundesliga,Leverkusen,GK,22.4,360,1500000.0,1821117.8898447044,321117.8898447044,0.1939854296108532,1.0
Daniël van Kaam,2021-2022,Eredivisie,Groningen,MID,22.0,492,700000.0,849573.4372120216,149573.43721202156,0.1936540499037438,1.0
Lewis Miley,2023-2024,Premier League,Newcastle United,MID,18.1,1202,22000000.0,26680239.484236464,4680239.484236464,0.19288074381960385,1.0
David Nemeth,2021-2022,Bundesliga,Mainz 05,DEF,21.2,311,2300000.0,2787065.4336544205,487065.43365442054,0.1920801034571724,1.0
Jan Thielmann,2022-2023,Bundesliga,Köln,ATT,21.1,869,6500000.0,7873730.294131459,1373730.2941314587,0.19172976231950578,1.0
Ricardo Pepi,2023-2024,Eredivisie,PSV,ATT,21.4,484,12000000.0,14534137.850435447,2534137.850435447,0.19159356704809127,1.0
Jhoanner Chávez,2023-2024,Ligue 1,Lens,DEF,22.1,481,2000000.0,2421405.880194517,421405.88019451685,0.19120113315617893,1.0
Juanmi Latasa,2022-2023,LaLiga,Getafe,ATT,22.2,448,3000000.0,3630714.739130332,630714.7391303321,0.19081723805886242,1.0
Josha Vagnoman,2022-2023,Bundesliga,Stuttgart,DEF,22.5,1479,8000000.0,9670508.965617765,1670508.9656177647,0.18963939986643474,1.0
Jordan Beyer,2021-2022,Bundesliga,Gladbach,DEF,22.1,1384,4500000.0,5437444.091869303,937444.091869303,0.18923171763059798,1.0
Quentin Merlin,2022-2023,Ligue 1,Nantes,DEF,21.1,1791,7000000.0,8439815.61891831,1439815.6189183109,0.18705031321419696,1.0
Pedro Amador,2020-2021,Liga Portugal,Moreirense,DEF,22.4,333,800000.0,962868.517310857,162868.51731085696,0.18530514034419632,1.0
Andrea Carboni,2020-2021,Serie A,Cagliari,DEF,20.3,1085,5000000.0,6001799.014806108,1001799.0148061076,0.18262134765320148,1.0
Yoann Cathline,2023-2024,Eredivisie,Almere City,ATT,21.9,1718,2000000.0,2399187.2945776475,399187.29457764747,0.18198287218748455,1.0
Jarrad Branthwaite,2023-2024,Premier League,Everton,DEF,21.9,3116,42000000.0,49913487.409446165,7913487.409446165,0.172621636719132,1.0
Troy Parrott,2023-2024,Eredivisie,Excelsior,ATT,22.3,1588,4500000.0,5341546.616174074,841546.6161740739,0.17143784275861051,1.0
Ivan Ilić,2021-2022,Serie A,Hellas Verona,MID,21.2,2526,14000000.0,16595314.765862292,2595314.7658622917,0.17006308288883787,1.0
Gabriele Zappa,2021-2022,Serie A,Cagliari,DEF,22.5,1144,3800000.0,4502605.518787219,702605.5187872192,0.16965516666062896,1.0
Harvey Elliott,2023-2024,Premier League,Liverpool,MID,21.1,1352,35000000.0,41341659.9166936,6341659.916693598,0.16652264475669298,1.0
Mitchel Bakker,2022-2023,Bundesliga,Leverkusen,MID,23.0,1659,9000000.0,10583702.984587505,1583702.9845875055,0.1620907864019756,1.0
Rodrigo Gomes,2023-2024,Liga Portugal,Estoril,MID,20.9,2445,12000000.0,14084887.8511832,2084887.8511832003,0.16019578922132283,1.0
Nathanael Mbuku,2020-2021,Ligue 1,Reims,ATT,19.2,2210,9000000.0,10530814.55657787,1530814.5565778706,0.1570811016182283,1.0
Simon Sohm,2020-2021,Serie A,Parma,MID,20.1,899,4500000.0,5264492.765940907,764492.7659409074,0.156907403416632,1.0
Paulos Abraham,2021-2022,Eredivisie,Groningen,ATT,19.9,1353,1200000.0,1402304.6595635957,202304.65956359566,0.15579551175181727,1.0
Mayckel Lahdo,2023-2024,Eredivisie,AZ Alkmaar,ATT,21.4,769,3000000.0,3502755.1193641643,502755.1193641643,0.15493754712715813,1.0
Eliot Matazo,2020-2021,Ligue 1,Monaco,MID,19.3,314,6000000.0,7004045.469152012,1004045.4691520119,0.15472843705797423,1.0
Emile Smith Rowe,2021-2022,Premier League,Arsenal,MID,21.9,1921,40000000.0,46666166.15324761,6666166.15324761,0.15413995448218998,1.0
Matthis Abline,2023-2024,Ligue 1,Nantes,ATT,21.2,1044,6000000.0,6950372.086509385,950372.0865093851,0.14703572654280705,1.0
Michael Olise,2021-2022,Premier League,Crystal Palace,ATT,20.5,1141,22000000.0,25477060.044609413,3477060.0446094126,0.1467359878239094,1.0
Alexis Mac Allister,2020-2021,Premier League,Brighton,MID,22.5,1115,10000000.0,11541489.936914627,1541489.9369146265,0.1433632704030252,1.0
Josip Brekalo,2020-2021,Bundesliga,Wolfsburg,ATT,22.9,1814,12000000.0,13834920.4534679,1834920.4534679,0.14228921377537063,1.0
Jovane Cabral,2020-2021,Liga Portugal,Sporting CP,ATT,22.9,689,8000000.0,9211390.19363831,1211390.1936383098,0.14099924113116025,1.0
Amir Richardson,2023-2024,Ligue 1,Reims,MID,22.4,1352,6000000.0,6904649.422660467,904649.4226604672,0.14043554482516107,1.0
Matthis Abline,2022-2023,Ligue 1,Auxerre,ATT,20.2,806,4500000.0,5177337.610328141,677337.6103281407,0.14021355252464573,1.0
Juan Miranda,2021-2022,LaLiga,Real Betis,DEF,22.4,783,5000000.0,5725891.27535551,725891.2753555104,0.1355603061739341,1.0
Thijmen Blokzijl,2022-2023,Eredivisie,Groningen,DEF,18.3,1177,1500000.0,1716811.0738490294,216811.07384902937,0.1350034350501783,1.0
Unai Gómez,2023-2024,LaLiga,Athletic Club,MID,21.0,875,6000000.0,6856663.811041303,856663.811041303,0.1334615292943262,1.0
Bruno Amione,2023-2024,Serie A,Hellas Verona,DEF,22.4,579,3000000.0,3422427.020460784,422427.02046078397,0.13173766582577784,1.0
Zaydou Youssouf,2021-2022,Ligue 1,Saint-Étienne,MID,22.9,1553,4000000.0,4560274.330955348,560274.330955348,0.1310884208940717,1.0
Alban Lafont,2020-2021,Ligue 1,Nantes,GK,22.4,3420,10000000.0,11354737.51167859,1354737.5116785895,0.12704996575542893,1.0
Angelo Stiller,2022-2023,Bundesliga,Hoffenheim,MID,22.2,704,5000000.0,5676923.739915435,676923.7399154352,0.12697157849805407,1.0
Benjamin Nygren,2020-2021,Eredivisie,Heerenveen,ATT,19.9,1277,2000000.0,2262425.7140498026,262425.7140498026,0.1232903819238178,1.0
Tiago Dantas,2021-2022,Liga Portugal,Tondela,MID,21.4,1099,2500000.0,2823983.3781558964,323983.37815589644,0.12185770181738498,1.0
Tim Breithaupt,2023-2024,Bundesliga,Augsburg,MID,22.3,629,3000000.0,3378922.8067620792,378922.80676207924,0.1189446738081461,1.0
Ki-Jana Hoever,2020-2021,Premier League,Wolves,DEF,19.4,577,7000000.0,7873040.405057656,873040.4050576556,0.11753416723821175,1.0
Tiago Tomás,2021-2022,Bundesliga,Stuttgart,ATT,20.0,1075,7000000.0,7851817.619643689,851817.6196436891,0.11483489984050621,1.0
Giovanni Fabbian,2023-2024,Serie A,Bologna,MID,21.4,1057,14000000.0,15688322.967313735,1688322.9673137348,0.11385934596857084,1.0
Danilho Doekhi,2020-2021,Eredivisie,Vitesse,DEF,22.9,2880,3000000.0,3361661.6381937126,361661.63819371257,0.11382309824148251,1.0
Rayan Aït-Nouri,2021-2022,Premier League,Wolves,DEF,21.0,1828,20000000.0,22393672.0788163,2393672.0788162984,0.11304614891594156,1.0
Reggie Cannon,2020-2021,Liga Portugal,Boavista,DEF,22.9,2506,4000000.0,4475359.80487868,475359.80487868004,0.11229239069959895,1.0
Billy Gilmour,2023-2024,Premier League,Brighton,MID,23.0,2120,18000000.0,20125229.132814568,2125229.1328145675,0.11160245082511722,1.0
Arouna Sangante,2023-2024,Ligue 1,Le Havre,DEF,22.1,2687,10000000.0,11180247.429837149,1180247.4298371486,0.11156350595823739,1.0
Jakub Kamiński,2022-2023,Bundesliga,Wolfsburg,ATT,21.0,2058,12000000.0,13416292.383551085,1416292.3835510854,0.11156316814115641,1.0
Pablo Barrios,2022-2023,LaLiga,Atlético Madrid,MID,20.0,724,5000000.0,5584915.291752616,584915.291752616,0.11063135287313663,1.0
Mattias Svanberg,2020-2021,Serie A,Bologna,MID,22.4,1852,12000000.0,13388842.74134844,1388842.7413484398,0.10951507909628333,1.0
Miguel Gutiérrez,2020-2021,LaLiga,Real Madrid,DEF,19.9,316,5000000.0,5578091.039263293,578091.0392632931,0.10940869776803552,1.0
Patrick Wimmer,2022-2023,Bundesliga,Wolfsburg,ATT,22.1,1648,18000000.0,20070043.5061037,2070043.5061036982,0.1088565726279036,1.0
Martin Satriano,2022-2023,Serie A,Empoli,ATT,22.3,1705,7000000.0,7785718.998548595,785718.9985485952,0.1063810088765571,1.0
Brennan Johnson,2023-2024,Premier League,Tottenham Hotspur,ATT,23.0,2085,48000000.0,53305560.16048505,5305560.160485052,0.10483963303111565,1.0
Koni De Winter,2023-2024,Serie A,Genoa,DEF,22.0,2380,12000000.0,13308067.233049527,1308067.2330495268,0.10346376043312944,1.0
Couhaib Driouech,2023-2024,Eredivisie,Excelsior,ATT,22.1,1920,4000000.0,4423658.437285968,423658.4372859681,0.10067269335778661,1.0
Kaio César,2023-2024,Liga Portugal,Vitória Guimarães,ATT,20.3,423,1000000.0,1104214.2730800537,104214.27308005374,0.09913401695710888,1.0
Gabriel Martinelli,2022-2023,Premier League,Arsenal,ATT,22.0,2789,80000000.0,88294405.5197824,8294405.519782394,0.09865011328199458,1.0
Jesus Vazquez,2022-2023,LaLiga,Valencia,DEF,20.4,310,3000000.0,3306415.369135524,306415.36913552415,0.09725234383538428,1.0
Fábio Silva,2020-2021,Premier League,Wolves,ATT,18.9,1369,25000000.0,27544078.194570992,2544078.194570992,0.09691174006070113,1.0
Lucas Da Cunha,2021-2022,Ligue 1,Clermont Foot,MID,21.0,836,4000000.0,4393745.4764321735,393745.4764321735,0.09388768591039742,1.0
Mohamed Daramy,2023-2024,Ligue 1,Reims,ATT,22.4,1648,10000000.0,10975902.975496557,975902.9754965566,0.09311713825439938,1.0
Murillo,2023-2024,Premier League,Nottingham Forest,DEF,21.9,2789,35000000.0,38358927.162840605,3358927.162840605,0.09163922053411255,1.0
Georginio Rutter,2021-2022,Bundesliga,Hoffenheim,ATT,20.1,1611,16000000.0,17469331.15199324,1469331.1519932412,0.08785811565485702,1.0
Andrew,2022-2023,Liga Portugal,Gil Vicente FC,GK,22.0,2131,2500000.0,2711958.996133136,211958.9961331361,0.08138051866975893,1.0
George Bello,2021-2022,Bundesliga,Arminia,DEF,20.4,434,3000000.0,3246712.2110180547,246712.21101805475,0.07903056825414012,1.0
Roberto López,2020-2021,LaLiga,Real Sociedad,MID,21.1,505,8000000.0,8636874.32020784,636874.3202078398,0.07659920718765711,1.0
Armel Bella Kotchap,2022-2023,Premier League,Southampton,DEF,21.5,1879,20000000.0,21578294.244828198,1578294.244828198,0.07595563981679376,1.0
Kian Fitz-Jim,2023-2024,Eredivisie,Excelsior,MID,20.9,398,1000000.0,1078496.6039295911,78496.60392959113,0.07556803795903022,1.0
